,Sightline,Red Chi-Squared,lambda0,f,gamma,b,,N,v_rad,v_resolution,n_step,fit_report
26,HD 170740,1.00E-05,4232.548,0.00545,100000000,3.694752407,,1.68231E+13,-0.653046549,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 29
    # data points      = 35
    # variables        = 3
    chi-square         = 3.2147e-04
    reduced chi-square = 1.0046e-05
    Akaike info crit   = -399.928378
    Bayesian info crit = -395.262334
    R-squared          = 0.99330491
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.69475241 +/- 0.09145665 (2.48%) (init = 3.36)
    N:             1.6823e+13 +/- 2.6571e+11 (1.58%) (init = 7e+12)
    v_rad:        -0.65304655 +/- 0.05626546 (8.62%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5048"
27,HD 170740,6.43E-06,4232.548,0.00545,100000000,3.600481692,,1.6379E+13,-0.26549906,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 29
    # data points      = 35
    # variables        = 3
    chi-square         = 2.0585e-04
    reduced chi-square = 6.4328e-06
    Akaike info crit   = -415.530219
    Bayesian info crit = -410.864175
    R-squared          = 0.99554244
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.60048169 +/- 0.07358545 (2.04%) (init = 3.36)
    N:             1.6379e+13 +/- 2.1047e+11 (1.29%) (init = 7e+12)
    v_rad:        -0.26549906 +/- 0.04494418 (16.93%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5042"
28,HD 170740,1.12E-05,4232.548,0.00545,100000000,3.847311333,,1.67658E+13,0.160448451,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 29
    # data points      = 35
    # variables        = 3
    chi-square         = 3.5683e-04
    reduced chi-square = 1.1151e-05
    Akaike info crit   = -396.276391
    Bayesian info crit = -391.610347
    R-squared          = 0.99214441
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.84731133 +/- 0.09983192 (2.59%) (init = 3.36)
    N:             1.6766e+13 +/- 2.8356e+11 (1.69%) (init = 7e+12)
    v_rad:         0.16044845 +/- 0.06203279 (38.66%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5091"
29,HD 170740,4.25E-05,4232.548,0.00545,100000000,3.480457869,,1.71628E+13,-0.55787242,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 29
    # data points      = 35
    # variables        = 3
    chi-square         = 0.00136040
    reduced chi-square = 4.2512e-05
    Akaike info crit   = -349.436370
    Bayesian info crit = -344.770326
    R-squared          = 0.97409571
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.48045787 +/- 0.17656621 (5.07%) (init = 3.36)
    N:             1.7163e+13 +/- 5.3714e+11 (3.13%) (init = 7e+12)
    v_rad:        -0.55787242 +/- 0.10694358 (19.17%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4965"
30,HD 170740,2.15E-05,4232.548,0.00545,100000000,3.510647048,,1.62269E+13,-0.675583333,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 29
    # data points      = 35
    # variables        = 3
    chi-square         = 6.8838e-04
    reduced chi-square = 2.1512e-05
    Akaike info crit   = -373.278164
    Bayesian info crit = -368.612120
    R-squared          = 0.98561151
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.51064705 +/- 0.13325315 (3.80%) (init = 3.36)
    N:             1.6227e+13 +/- 3.8161e+11 (2.35%) (init = 7e+12)
    v_rad:        -0.67558333 +/- 0.08081875 (11.96%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5021"
31,HD 170740,8.07E-06,4232.548,0.00545,100000000,3.805256271,,1.64941E+13,0.194095893,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 25
    # data points      = 35
    # variables        = 3
    chi-square         = 2.5816e-04
    reduced chi-square = 8.0676e-06
    Akaike info crit   = -407.604173
    Bayesian info crit = -402.938129
    R-squared          = 0.99422715
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.80525627 +/- 0.08547753 (2.25%) (init = 3.36)
    N:             1.6494e+13 +/- 2.4007e+11 (1.46%) (init = 7e+12)
    v_rad:         0.19409589 +/- 0.05295646 (27.28%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5092"
32,HD 170740,1.80E-05,4232.548,0.00545,100000000,3.46637844,,1.69122E+13,-0.87869468,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 5.7681e-04
    reduced chi-square = 1.8025e-05
    Akaike info crit   = -379.466803
    Bayesian info crit = -374.800759
    R-squared          = 0.98846672
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.46637844 +/- 0.11623926 (3.35%) (init = 3.36)
    N:             1.6912e+13 +/- 3.4894e+11 (2.06%) (init = 7e+12)
    v_rad:        -0.87869468 +/- 0.07030450 (8.00%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4973"
33,HD 170740,7.94E-06,4232.548,0.00545,100000000,3.33783567,,1.65691E+13,0.061673021,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 25
    # data points      = 35
    # variables        = 3
    chi-square         = 2.5423e-04
    reduced chi-square = 7.9448e-06
    Akaike info crit   = -408.141147
    Bayesian info crit = -403.475103
    R-squared          = 0.99488733
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.33783567 +/- 0.07665262 (2.30%) (init = 3.36)
    N:             1.6569e+13 +/- 2.2866e+11 (1.38%) (init = 7e+12)
    v_rad:         0.06167302 +/- 0.04583932 (74.33%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4944"
34,HD 184915,3.33E-05,4232.548,0.00545,100000000,2.919994435,2.667934735,7.05228E+12,-1.776776764,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 0.00106478
    reduced chi-square = 3.3275e-05
    Akaike info crit   = -358.011574
    Bayesian info crit = -353.345530
    R-squared          = 0.90142317
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.91999444 +/- 0.32791094 (11.23%) (init = 3.36)
    N:             7.0523e+12 +/- 4.3052e+11 (6.10%) (init = 7e+12)
    v_rad:        -1.77677676 +/- 0.18535079 (10.43%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5353"
35,HD 184915,6.13E-06,4232.548,0.00545,100000000,2.582229505,,6.71183E+12,-0.677337853,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 1.9630e-04
    reduced chi-square = 6.1343e-06
    Akaike info crit   = -417.193096
    Bayesian info crit = -412.527052
    R-squared          = 0.98125710
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.58222951 +/- 0.13941944 (5.40%) (init = 3.36)
    N:             6.7118e+12 +/- 1.7800e+11 (2.65%) (init = 7e+12)
    v_rad:        -0.67733785 +/- 0.07503652 (11.08%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5282"
36,HD 184915,6.14E-06,4232.548,0.00545,100000000,2.505729452,,6.56894E+12,-0.879596614,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 1.9659e-04
    reduced chi-square = 6.1436e-06
    Akaike info crit   = -417.140007
    Bayesian info crit = -412.473962
    R-squared          = 0.98091779
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.50572945 +/- 0.14085930 (5.62%) (init = 3.36)
    N:             6.5689e+12 +/- 1.7652e+11 (2.69%) (init = 7e+12)
    v_rad:        -0.87959661 +/- 0.07481919 (8.51%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5266"
37,HD 184915,6.12E-06,4232.548,0.00545,100000000,2.513259943,,6.30643E+12,-1.290925023,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 41
    # data points      = 35
    # variables        = 3
    chi-square         = 1.9582e-04
    reduced chi-square = 6.1193e-06
    Akaike info crit   = -417.278469
    Bayesian info crit = -412.612425
    R-squared          = 0.97917562
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.51325994 +/- 0.14642977 (5.83%) (init = 3.36)
    N:             6.3064e+12 +/- 1.7612e+11 (2.79%) (init = 7e+12)
    v_rad:        -1.29092502 +/- 0.07784902 (6.03%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5290"
38,HD 184915,8.40E-06,4232.548,0.00545,100000000,3.145274936,,6.88305E+12,-2.062431219,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 2.6878e-04
    reduced chi-square = 8.3992e-06
    Akaike info crit   = -406.194436
    Bayesian info crit = -401.528391
    R-squared          = 0.97185105
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.14527494 +/- 0.17620995 (5.60%) (init = 3.36)
    N:             6.8831e+12 +/- 2.2122e+11 (3.21%) (init = 7e+12)
    v_rad:        -2.06243122 +/- 0.10220997 (4.96%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5409"
39,HD 184915,1.40E-05,4232.548,0.00545,100000000,2.341120139,,6.22292E+12,-1.415236942,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 4.4653e-04
    reduced chi-square = 1.3954e-05
    Akaike info crit   = -388.427592
    Bayesian info crit = -383.761548
    R-squared          = 0.95539271
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.34112014 +/- 0.21896381 (9.35%) (init = 3.36)
    N:             6.2229e+12 +/- 2.6072e+11 (4.19%) (init = 7e+12)
    v_rad:        -1.41523694 +/- 0.11270099 (7.96%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5231"
40,HD 185418,3.89E-05,4232.548,0.00545,100000000,4.764123392,4.79770209,1.66314E+13,1.69403712,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 0.00124448
    reduced chi-square = 3.8890e-05
    Akaike info crit   = -352.553357
    Bayesian info crit = -347.887312
    R-squared          = 0.96793976
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             4.76412339 +/- 0.22847934 (4.80%) (init = 3.36)
    N:             1.6631e+13 +/- 5.7004e+11 (3.43%) (init = 7e+12)
    v_rad:         1.69403712 +/- 0.14825720 (8.75%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5264"
41,HD 185418,1.32E-05,4232.548,0.00545,100000000,4.982254499,,1.75282E+13,1.751712661,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 4.2085e-04
    reduced chi-square = 1.3152e-05
    Akaike info crit   = -390.500420
    Bayesian info crit = -385.834375
    R-squared          = 0.98912964
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             4.98225450 +/- 0.13226833 (2.65%) (init = 3.36)
    N:             1.7528e+13 +/- 3.3799e+11 (1.93%) (init = 7e+12)
    v_rad:         1.75171266 +/- 0.08652635 (4.94%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5264"
42,HD 185418,4.81E-05,4232.548,0.00545,100000000,4.691210686,,1.72717E+13,1.828327539,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 0.00153953
    reduced chi-square = 4.8110e-05
    Akaike info crit   = -345.106889
    Bayesian info crit = -340.440845
    R-squared          = 0.96317259
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             4.69121069 +/- 0.24136868 (5.15%) (init = 3.36)
    N:             1.7272e+13 +/- 6.3187e+11 (3.66%) (init = 7e+12)
    v_rad:         1.82832754 +/- 0.15630253 (8.55%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5233"
43,HD 185418,2.13E-05,4232.548,0.00545,100000000,4.753219784,,1.70389E+13,2.579551465,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 6.8156e-04
    reduced chi-square = 2.1299e-05
    Akaike info crit   = -373.626706
    Bayesian info crit = -368.960662
    R-squared          = 0.98251292
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             4.75321978 +/- 0.16482786 (3.47%) (init = 3.36)
    N:             1.7039e+13 +/- 4.2208e+11 (2.48%) (init = 7e+12)
    v_rad:         2.57955146 +/- 0.10695934 (4.15%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5249"
44,HD 185859,6.21E-06,4232.548,0.00545,100000000,3.19787568,3.257407834,1.8348E+13,-1.282469417,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 41
    # data points      = 35
    # variables        = 3
    chi-square         = 1.9858e-04
    reduced chi-square = 6.2057e-06
    Akaike info crit   = -416.788181
    Bayesian info crit = -412.122137
    R-squared          = 0.99676827
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.19787568 +/- 0.05988950 (1.87%) (init = 3.36)
    N:             1.8348e+13 +/- 2.0116e+11 (1.10%) (init = 7e+12)
    v_rad:        -1.28246942 +/- 0.03542674 (2.76%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4786"
45,HD 185859,8.31E-06,4232.548,0.00545,100000000,3.26458739,,1.85357E+13,-1.289642564,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 2.6582e-04
    reduced chi-square = 8.3069e-06
    Akaike info crit   = -406.581175
    Bayesian info crit = -401.915131
    R-squared          = 0.99575166
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.26458739 +/- 0.06953439 (2.13%) (init = 3.36)
    N:             1.8536e+13 +/- 2.3435e+11 (1.26%) (init = 7e+12)
    v_rad:        -1.28964256 +/- 0.04140335 (3.21%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4808"
46,HD 185859,4.21E-06,4232.548,0.00545,100000000,3.268781836,,1.83461E+13,-1.309980576,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 41
    # data points      = 35
    # variables        = 3
    chi-square         = 1.3470e-04
    reduced chi-square = 4.2095e-06
    Akaike info crit   = -430.372610
    Bayesian info crit = -425.706565
    R-squared          = 0.99777732
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.26878184 +/- 0.05002185 (1.53%) (init = 3.36)
    N:             1.8346e+13 +/- 1.6673e+11 (0.91%) (init = 7e+12)
    v_rad:        -1.30998058 +/- 0.02978689 (2.27%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4819"
47,HD 185859,8.23E-06,4232.548,0.00545,100000000,3.243531009,,1.81534E+13,-1.765608104,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 2.6331e-04
    reduced chi-square = 8.2284e-06
    Akaike info crit   = -406.913515
    Bayesian info crit = -402.247471
    R-squared          = 0.99567703
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.24353101 +/- 0.07028055 (2.17%) (init = 3.36)
    N:             1.8153e+13 +/- 2.3240e+11 (1.28%) (init = 7e+12)
    v_rad:        -1.76560810 +/- 0.04174257 (2.36%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4820"
48,HD 185859,8.96E-06,4232.548,0.00545,100000000,3.354856131,,1.8528E+13,-1.594962466,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 2.8656e-04
    reduced chi-square = 8.9551e-06
    Akaike info crit   = -403.951476
    Bayesian info crit = -399.285432
    R-squared          = 0.99530146
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.35485613 +/- 0.07353008 (2.19%) (init = 3.36)
    N:             1.8528e+13 +/- 2.4527e+11 (1.32%) (init = 7e+12)
    v_rad:        -1.59496247 +/- 0.04413879 (2.77%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4847"
49,HD 185859,2.37E-06,4232.548,0.00545,100000000,3.214814958,,1.84624E+13,-0.931508965,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 7.5835e-05
    reduced chi-square = 2.3698e-06
    Akaike info crit   = -450.480503
    Bayesian info crit = -445.814459
    R-squared          = 0.99878252
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.21481496 +/- 0.03691949 (1.15%) (init = 3.36)
    N:             1.8462e+13 +/- 1.2456e+11 (0.67%) (init = 7e+12)
    v_rad:        -0.93150897 +/- 0.02187625 (2.35%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.4788"
50,HD 203532,2.35E-06,4232.548,0.00545,100000000,3.021001948,2.913089497,4.45537E+12,-2.102918486,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 35
    # variables        = 3
    chi-square         = 7.5125e-05
    reduced chi-square = 2.3477e-06
    Akaike info crit   = -450.809551
    Bayesian info crit = -446.143507
    R-squared          = 0.98241998
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.02100195 +/- 0.13914628 (4.61%) (init = 3.36)
    N:             4.4554e+12 +/- 1.1427e+11 (2.56%) (init = 7e+12)
    v_rad:        -2.10291849 +/- 0.07933184 (3.77%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5525"
51,HD 203532,7.90E-06,4232.548,0.00545,100000000,3.06107197,,4.71095E+12,-2.3436408,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 41
    # data points      = 35
    # variables        = 3
    chi-square         = 2.5293e-04
    reduced chi-square = 7.9039e-06
    Akaike info crit   = -408.321688
    Bayesian info crit = -403.655644
    R-squared          = 0.94697563
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             3.06107197 +/- 0.24360163 (7.96%) (init = 3.36)
    N:             4.7110e+12 +/- 2.1077e+11 (4.47%) (init = 7e+12)
    v_rad:        -2.34364080 +/- 0.13958370 (5.96%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5515"
52,HD 203532,3.51E-06,4232.548,0.00545,100000000,2.658212156,,4.45987E+12,-1.873129427,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 33
    # data points      = 35
    # variables        = 3
    chi-square         = 1.1245e-04
    reduced chi-square = 3.5140e-06
    Akaike info crit   = -436.693303
    Bayesian info crit = -432.027259
    R-squared          = 0.97527885
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.65821216 +/- 0.15918974 (5.99%) (init = 3.36)
    N:             4.4599e+12 +/- 1.3449e+11 (3.02%) (init = 7e+12)
    v_rad:        -1.87312943 +/- 0.08642964 (4.61%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5467"
53,HD 203532,7.27E-06,4232.548,0.00545,100000000,2.912071915,,4.58868E+12,-2.578349944,3.75,25,"[[Model]]
    Model(voigt_absorption_line)
[[Fit Statistics]]
    # fitting method   = leastsq
    # function evals   = 37
    # data points      = 32
    # variables        = 3
    chi-square         = 2.1090e-04
    reduced chi-square = 7.2725e-06
    Akaike info crit   = -375.755313
    Bayesian info crit = -371.358105
    R-squared          = 0.95289915
[[Variables]]
    lambda0:       4232.548 (fixed)
    f:             0.00545 (fixed)
    gamma:         1e+08 (fixed)
    b:             2.91207192 +/- 0.23296219 (8.00%) (init = 3.36)
    N:             4.5887e+12 +/- 1.9894e+11 (4.34%) (init = 7e+12)
    v_rad:        -2.57834994 +/- 0.13110502 (5.08%) (init = 0.6)
    v_resolution:  3.75 (fixed)
    n_step:        25 (fixed)
[[Correlations]] (unreported correlations are < 0.100)
    C(b, N) = +0.5502"